batch,pair,source_name,target_name,cost_9,angle_9,cost_16,angle_16,cost_32,angle_32,cost_64,angle_64,cost_128,angle_128,cost_196,angle_196,cost_256,angle_256,cost_384,angle_384,cost_512,angle_512,angle_global,cost_global
047_02,4,047 M+ V6 HES.vsi - 20x_BF_02.tif,047 M- V7 HES.vsi - 20x_BF_02.tif,-0.16067585349082947,288,-0.15669509768486023,288,-0.21132436394691467,288,-0.33329829573631287,288,-0.5291489958763123,288,-0.6756253838539124,288,-0.7658071517944336,288,-0.8484514951705933,288,-0.877312958240509,288,288.0,-0.8615063428878784
047_02,5,047 M- V7 HES.vsi - 20x_BF_02.tif,047 MM V8.vsi - 20x_BF_02.tif,-0.10714211314916611,90,-0.06759567558765411,90,-0.051673904061317444,89,-0.08021163195371628,89,-0.20801381766796112,87,-0.3654049336910248,89,-0.4753847122192383,88,-0.6194245219230652,89,-0.679922342300415,88,88.0,-0.6696056127548218
047_02,6,047 MM V8.vsi - 20x_BF_02.tif,047_LPS_F9_095009_202205.vsi - 40x_BF_02.tif,-0.1008048951625824,167,-0.07001577317714691,171,-0.06372104585170746,172,-0.08998716622591019,63,-0.19056425988674164,62,-0.27539464831352234,201,-0.3411954343318939,200,-0.37552410364151,283,-0.42355525493621826,181,180.0,-0.5003849267959595
047_02,7,047_LPS_F9_095009_202205.vsi - 40x_BF_02.tif,047_LTA_F10_100334_202205.vsi - 40x_BF_02.tif,-0.10714016854763031,147,-0.08870835602283478,147,-0.08478762954473495,147,-0.11022074520587921,147,-0.19869039952754974,145,-0.2568570673465729,143,-0.31787654757499695,146,-0.33659136295318604,147,-0.3863784074783325,146,146.0,-0.4650443196296692
047_02,8,047_LTA_F10_100334_202205.vsi - 40x_BF_02.tif,047 HE R11_1.vsi - 20x_02.tif,-0.10687005519866943,96,-0.07268690317869186,235,-0.07232623547315598,232,-0.1293085813522339,232,-0.288444459438324,94,-0.4315648078918457,266,-0.5078983902931213,265,-0.5768767595291138,88,-0.6489712595939636,90,90.0,-0.6692854166030884
047_02,9,047 HE R11_1.vsi - 20x_02.tif,047 HE R21_1.vsi - 20x_02.tif,-0.1229860708117485,33,-0.08497140556573868,33,-0.08972040563821793,38,-0.16129359602928162,37,-0.3548317849636078,36,-0.5335209369659424,36,-0.6378651857376099,36,-0.7665683031082153,36,-0.8107874393463135,36,36.0,-0.7865456938743591
001_04,1,001 HE R1_4.vsi - 20x_04.tif,001_ST_V19S23_106_4_04.tif,-0.13023260235786438,276,-0.08565368503332138,278,-0.07313074916601181,277,-0.11003181338310242,278,-0.2252257615327835,277,-0.34378737211227417,277,-0.43385863304138184,278,-0.5554351210594177,278,-0.6120108366012573,278,278.0,-0.6115031838417053
001_04,2,001_ST_V19S23_106_4_04.tif,001_MP_F3.vsi - 20x_BF_04.tif,-0.12549366056919098,104,-0.08995938301086426,104,-0.07228679955005646,101,-0.08650904893875122,101,-0.15799297392368317,100,-0.2604560852050781,101,-0.3501753509044647,101,-0.4688539505004883,279,-0.5336847901344299,102,102.0,-0.5407109260559082
001_04,3,001_MP_F3.vsi - 20x_BF_04.tif,001 M+ V6 HES.vsi - 20x_BF_04.tif,-0.11329974234104156,70,-0.07275037467479706,93,-0.0513768196105957,271,-0.07272929698228836,303,-0.1847871094942093,303,-0.2918075621128082,279,-0.37544891238212585,279,-0.505245566368103,302,-0.5693603157997131,302,302.0,-0.5751853585243225
001_04,4,001 M+ V6 HES.vsi - 20x_BF_04.tif,001 M- V7 HES.vsi - 20x_BF_04.tif,-0.12784269452095032,0,-0.08616650849580765,0,-0.0732024610042572,355,-0.11745688319206238,354,-0.26467669010162354,355,-0.38642507791519165,354,-0.4703844487667084,354,-0.5444477200508118,223,-0.6284785866737366,354,354.0,-0.616576075553894
001_04,5,001 M- V7 HES.vsi - 20x_BF_04.tif,001  MM V8.vsi - 20x_BF_04.tif,-0.11959771811962128,185,-0.07948977500200272,352,-0.060353826731443405,174,-0.08744587749242783,212,-0.21578995883464813,174,-0.3445534408092499,176,-0.43789467215538025,175,-0.5554046630859375,175,-0.6279492974281311,175,175.0,-0.6443729996681213
001_04,6,001  MM V8.vsi - 20x_BF_04.tif,001_LPS_F9_094012_202205.vsi - 40x_BF_04.tif,-0.12462177127599716,292,-0.0867752954363823,291,-0.06744407117366791,291,-0.08146188408136368,295,-0.16916970908641815,183,-0.25729650259017944,186,-0.32398027181625366,186,-0.4308534860610962,187,-0.5129762291908264,187,187.0,-0.5105156898498535
001_04,7,001_LPS_F9_094012_202205.vsi - 40x_BF_04.tif,001_LTA_F10_095324_202205.vsi - 40x_BF_04.tif,-0.12619233131408691,21,-0.08826112747192383,21,-0.07013336569070816,21,-0.09785390645265579,22,-0.20007187128067017,18,-0.30108755826950073,17,-0.37381941080093384,17,-0.46840259432792664,22,-0.5269892811775208,22,22.0,-0.5101915001869202
001_04,8,001_LTA_F10_095324_202205.vsi - 40x_BF_04.tif,001 HE R11_4.vsi - 20x_04.tif,-0.1726243644952774,82,-0.1507119983434677,82,-0.1674516648054123,82,-0.23117177188396454,82,-0.35584554076194763,82,-0.4551791250705719,82,-0.5491600036621094,82,-0.6324541568756104,82,-0.7031546831130981,82,82.0,-0.700927734375
001_04,9,001 HE R11_4.vsi - 20x_04.tif,001 HE R21_4.vsi - 20x_04.tif,-0.1571650356054306,11,-0.1194595918059349,11,-0.13107599318027496,9,-0.2148703932762146,9,-0.3879835903644562,10,-0.5205259919166565,11,-0.6271423101425171,10,-0.6807199716567993,11,-0.7624593377113342,10,10.0,-0.7421784400939941
045_01,1,045 HE R1_1.vsi - 20x_01.tif,045_ST_V10A20_008_1_01.tif,-0.11883750557899475,197,-0.08163363486528397,77,-0.08775710314512253,200,-0.1618967056274414,200,-0.33707401156425476,28,-0.4921373724937439,30,-0.6021075248718262,204,-0.7223146557807922,82,-0.7791102528572083,239,239.0,-0.7501058578491211
045_01,2,045_ST_V10A20_008_1_01.tif,045_MP_F3.vsi - 20x_BF_01.tif,-0.10489729046821594,143,-0.06632132083177567,143,-0.0505976639688015,143,-0.06045492738485336,143,-0.15218044817447662,142,-0.3026846647262573,124,-0.3872109055519104,134,-0.5176768898963928,240,-0.5858200192451477,125,125.0,-0.5739377737045288
045_01,3,045_MP_F3.vsi - 20x_BF_01.tif,045 M+ V6 HES.vsi - 20x_BF_01.tif,-0.10531045496463776,239,-0.0639563500881195,240,-0.03453008085489273,222,-0.04757190868258476,274,-0.14437559247016907,275,-0.2674616575241089,312,-0.36522653698921204,275,-0.5202302932739258,140,-0.5952345728874207,130,140.0,-0.5842455625534058
045_01,4,045 M+ V6 HES.vsi - 20x_BF_01.tif,045 M- V7 HES.vsi - 20x_BF_01.tif,-0.12050271034240723,295,-0.09139430522918701,295,-0.1096440777182579,295,-0.19788022339344025,295,-0.39565902948379517,295,-0.5551372766494751,295,-0.6823118329048157,295,-0.7977595925331116,295,-0.8440051078796387,295,295.0,-0.8150113821029663
045_01,5,045 M- V7 HES.vsi - 20x_BF_01.tif,045 MM V8_01.vsi - 20x_BF_01.tif,-0.0933188647031784,320,-0.06036784499883652,320,-0.04303848743438721,321,-0.06110505014657974,321,-0.18220269680023193,321,-0.3414389193058014,83,-0.4557112455368042,344,-0.6139572262763977,47,-0.6708049774169922,320,320.0,-0.6686533689498901
045_01,6,045 MM V8_01.vsi - 20x_BF_01.tif,045_LPS_F9_094555_202205.vsi - 40x_BF_01.tif,-0.09582900255918503,62,-0.05587172508239746,68,-0.0424630232155323,241,-0.07148098945617676,15,-0.20938178896903992,348,-0.3414587378501892,26,-0.4553525745868683,189,-0.568658709526062,35,-0.6288682222366333,188,188.0,-0.6348875164985657
045_01,7,045_LPS_F9_094555_202205.vsi - 40x_BF_01.tif,045_LTA_F10_100028_202205.vsi - 40x_BF_01.tif,-0.09174148738384247,310,-0.0607871450483799,309,-0.05622988939285278,309,-0.09442710876464844,315,-0.22313059866428375,306,-0.35096272826194763,309,-0.4405071437358856,309,-0.5551798939704895,357,-0.6144617199897766,310,310.0,-0.6248061060905457
045_01,8,045_LTA_F10_100028_202205.vsi - 40x_BF_01.tif,045 HE R11_1.vsi - 20x_01.tif,-0.09344734996557236,105,-0.05757806822657585,101,-0.042134106159210205,102,-0.06241366267204285,316,-0.17089900374412537,207,-0.29241374135017395,316,-0.40501007437705994,101,-0.5839881300926208,52,-0.640344500541687,101,101.0,-0.6370040774345398
045_01,9,045 HE R11_1.vsi - 20x_01.tif,045 HE R21_1.vsi - 20x_01.tif,-0.1182129979133606,295,-0.08027759939432144,295,-0.0886072963476181,154,-0.18594896793365479,154,-0.4202524721622467,154,-0.5659969449043274,154,-0.7008530497550964,154,-0.7991817593574524,154,-0.8482102155685425,154,154.0,-0.8285828828811646
002_02,1,002 HE R1_2.vsi - 20x_02.tif,002_ST_V19S23_002_2_02.tif,-0.10707077383995056,14,-0.06933314353227615,14,-0.07321758568286896,12,-0.1286223828792572,12,-0.2370748370885849,17,-0.34421607851982117,33,-0.4266240894794464,40,-0.5480800271034241,33,-0.6234537959098816,41,41.0,-0.5292352437973022
002_02,2,002_ST_V19S23_002_2_02.tif,002_MP_F3.vsi - old_03 - 20x_BF_02.tif,-0.09266027808189392,17,-0.051027968525886536,345,-0.033094342797994614,37,-0.04247317835688591,215,-0.10115180909633636,82,-0.20501971244812012,186,-0.276429146528244,73,-0.44921866059303284,73,-0.5000680088996887,219,73.0,-0.37958356738090515
002_02,3,002_MP_F3.vsi - old_03 - 20x_BF_02.tif,002 M+ V6 HES.vsi - 20x_BF_02.tif,-0.09727032482624054,129,-0.05590551719069481,183,-0.0425172783434391,340,-0.08649567514657974,158,-0.2455792874097824,303,-0.42952316999435425,303,-0.5403115749359131,303,-0.6962335705757141,306,-0.735876739025116,306,306.0,-0.72837895154953
002_02,4,002 M+ V6 HES.vsi - 20x_BF_02.tif,002 M- V7 HES.vsi - 20x_BF_02.tif,-0.11881355941295624,11,-0.08447759598493576,11,-0.0863821730017662,11,-0.1439639925956726,7,-0.2861170172691345,23,-0.46299123764038086,22,-0.5616338849067688,23,-0.6951201558113098,23,-0.729213535785675,24,24.0,-0.6822388172149658
002_02,5,002 M- V7 HES.vsi - 20x_BF_02.tif,002 MM V8_01.vsi - 20x_BF_02.tif,-0.09335557371377945,21,-0.05325835943222046,21,-0.03635421767830849,124,-0.04538023844361305,124,-0.11641083657741547,83,-0.22961993515491486,266,-0.32457804679870605,283,-0.5118155479431152,75,-0.5570221543312073,120,120.0,-0.5329562425613403
002_02,6,002 MM V8_01.vsi - 20x_BF_02.tif,002_LPS_F9_094135_202205.vsi - 40x_BF_02.tif,-0.09253603219985962,24,-0.05630427598953247,29,-0.05290677770972252,36,-0.09216580539941788,36,-0.22757083177566528,108,-0.3827761113643646,28,-0.48014649748802185,28,-0.5844019651412964,288,-0.6495135426521301,28,28.0,-0.6729558706283569
002_02,7,002_LPS_F9_094135_202205.vsi - 40x_BF_02.tif,002_LTA_F10_095442_202205.vsi old_04 - 40x_BF_02.tif,-0.0551607608795166,59,-0.03390969708561897,57,-0.024157213047146797,57,-0.02680063433945179,32,-0.050821300595998764,35,-0.08391853421926498,1,-0.13037294149398804,12,-0.23137283325195312,173,-0.2587107717990875,33,34.0,-0.342843234539032
002_02,8,002_LTA_F10_095442_202205.vsi old_04 - 40x_BF_02.tif,002 HE R11_2.vsi - 20x_02.tif,-0.05822272598743439,242,-0.03535788133740425,33,-0.02345770038664341,27,-0.025400936603546143,41,-0.04317350313067436,62,-0.10065630078315735,72,-0.142217755317688,72,-0.2551206648349762,65,-0.2960367798805237,71,60.0,-0.3865252137184143
002_02,9,002 HE R11_2.vsi - 20x_02.tif,002 HE R21_2.vsi - 20x_02.tif,-0.11947676539421082,33,-0.08631143718957901,35,-0.09012974053621292,189,-0.18401235342025757,201,-0.3900030255317688,205,-0.5784883499145508,204,-0.6952351331710815,187,-0.8330118060112,201,-0.8419592976570129,187,187.0,-0.8227517604827881
048_04,1,048 HE R1_1.vsi - 20x_04.tif,048_ST_V10A20_009_4_04.tif,-0.13057979941368103,237,-0.0951654240489006,237,-0.12092160433530807,237,-0.2343112826347351,237,-0.4529225826263428,237,-0.617922306060791,237,-0.7353771924972534,237,-0.8342450261116028,238,-0.8780690431594849,237,237.0,-0.8548465967178345
048_04,2,048_ST_V10A20_009_4_04.tif,048_MP_F3.vsi - old_05 - 20x_BF_04.tif,-0.10046253353357315,253,-0.05339086800813675,255,-0.03498072549700737,48,-0.08031468093395233,50,-0.2551756799221039,40,-0.4369557797908783,50,-0.5572222471237183,50,-0.704227089881897,258,-0.7546733021736145,288,289.0,-0.7387520670890808
048_04,3,048_MP_F3.vsi - old_05 - 20x_BF_04.tif,048 M+ V6 HES.vsi - 20x_BF_04.tif,-0.09637963771820068,334,-0.0509905107319355,322,-0.03621116653084755,215,-0.08679864555597305,216,-0.25552886724472046,122,-0.44312381744384766,347,-0.5666322708129883,165,-0.7109197974205017,285,-0.7679151892662048,165,165.0,-0.7563518285751343
048_04,4,048 M+ V6 HES.vsi - 20x_BF_04.tif,048 M- V7 HES.vsi - 20x_BF_04.tif,-0.14539587497711182,7,-0.13276641070842743,7,-0.18863263726234436,7,-0.30894702672958374,7,-0.5203380584716797,7,-0.6770530343055725,7,-0.7731471061706543,7,-0.8424541354179382,7,-0.8896000981330872,7,7.0,-0.8748653531074524
048_04,5,048 M- V7 HES.vsi - 20x_BF_04.tif,048 MM V8_01.vsi - 20x_BF_04.tif,-0.09752993285655975,20,-0.052936580032110214,20,-0.029634876176714897,245,-0.05296710878610611,237,-0.18907003104686737,229,-0.3449152708053589,229,-0.46287503838539124,61,-0.6187697649002075,229,-0.6742734909057617,20,20.0,-0.6612690687179565
048_04,6,048 MM V8_01.vsi - 20x_BF_04.tif,048_LPS_F9_095142_202205.vsi - 40x_BF_04.tif,-0.09886789321899414,213,-0.05797493830323219,211,-0.03686726465821266,161,-0.05583517253398895,162,-0.15052953362464905,161,-0.2843792736530304,339,-0.3766273558139801,55,-0.5106236338615417,205,-0.5869091153144836,81,81.0,-0.5724394917488098
048_04,7,048_LPS_F9_095142_202205.vsi - 40x_BF_04.tif,048_LTA_F10_100505_202205.vsi - 40x_BF_04.tif,-0.1058693677186966,123,-0.06344422698020935,123,-0.051286980509757996,284,-0.08314212411642075,285,-0.19515658915042877,120,-0.3262498378753662,121,-0.42720118165016174,121,-0.5326849222183228,120,-0.6059477925300598,120,120.0,-0.596774160861969
048_04,8,048_LTA_F10_100505_202205.vsi - 40x_BF_04.tif,048 HE R11_1.vsi - 20x_04.tif,-0.10243535041809082,260,-0.059304263442754745,117,-0.04982810094952583,115,-0.09446883946657181,101,-0.23533569276332855,101,-0.41852396726608276,267,-0.5203059911727905,266,-0.6552878618240356,267,-0.7119050025939941,267,267.0,-0.7122380137443542
048_04,9,048 HE R11_1.vsi - 20x_04.tif,048 HE R21_1.vsi - 20x_04.tif,-0.11690852046012878,308,-0.07275272905826569,308,-0.07634314149618149,309,-0.15862728655338287,224,-0.35624971985816956,316,-0.5321410298347473,139,-0.6433846354484558,316,-0.7771331667900085,137,-0.8256438374519348,316,316.0,-0.7942347526550293
045_02,1,045 HE R1_1.vsi - 20x_02.tif,045_ST_V10A20_008_2_02.tif,-0.13025501370429993,105,-0.09374109655618668,105,-0.10492539405822754,107,-0.2072317898273468,106,-0.4136303663253784,106,-0.5557692646980286,106,-0.6597276926040649,106,-0.7396026849746704,105,-0.8012760281562805,105,105.0,-0.7807115316390991
045_02,2,045_ST_V10A20_008_2_02.tif,045_MP_F3.vsi - 20x_BF_02.tif,-0.11748237162828445,272,-0.07814901322126389,270,-0.07196085155010223,272,-0.12818288803100586,272,-0.2845778465270996,272,-0.4267069399356842,272,-0.5199674963951111,272,-0.6471866965293884,271,-0.7046360373497009,272,272.0,-0.6986101865768433
045_02,3,045_MP_F3.vsi - 20x_BF_02.tif,045 M+ V6 HES.vsi - 20x_BF_02.tif,-0.11371167004108429,268,-0.07243917137384415,268,-0.050924334675073624,240,-0.0753338634967804,254,-0.1925007849931717,279,-0.3167925775051117,241,-0.41920799016952515,241,-0.5435711741447449,246,-0.6337757706642151,246,246.0,-0.6106911301612854
045_02,4,045 M+ V6 HES.vsi - 20x_BF_02.tif,045 M- V7 HES.vsi - 20x_BF_02.tif,-0.16961589455604553,318,-0.15806320309638977,318,-0.21336445212364197,318,-0.3430321514606476,318,-0.526965856552124,318,-0.6463094353675842,318,-0.7214197516441345,318,-0.8116037845611572,318,-0.8433020710945129,318,318.0,-0.8278706073760986
045_02,5,045 M- V7 HES.vsi - 20x_BF_02.tif,045 MM V8_01.vsi - 20x_BF_02.tif,-0.10409500449895859,6,-0.06727577745914459,10,-0.047127559781074524,8,-0.054881807416677475,10,-0.1304752230644226,9,-0.2660609781742096,7,-0.3559303283691406,7,-0.5065650343894958,7,-0.5693119168281555,6,6.0,-0.5660881996154785
045_02,6,045 MM V8_01.vsi - 20x_BF_02.tif,045_LPS_F9_094555_202205.vsi - 40x_BF_02.tif,-0.10385607928037643,300,-0.06888410449028015,300,-0.05205123871564865,301,-0.06446554511785507,301,-0.14484798908233643,319,-0.24385161697864532,316,-0.32345351576805115,316,-0.4188598692417145,147,-0.5014363527297974,316,316.0,-0.5400683879852295
045_02,7,045_LPS_F9_094555_202205.vsi - 40x_BF_02.tif,045_LTA_F10_100028_202205.vsi - 40x_BF_02.tif,-0.11424395442008972,255,-0.08444968611001968,255,-0.07537268102169037,255,-0.09806621819734573,256,-0.18745772540569305,256,-0.27015671133995056,256,-0.3584388792514801,256,-0.41847220063209534,257,-0.51548832654953,256,256.0,-0.5552640557289124
045_02,8,045_LTA_F10_100028_202205.vsi - 40x_BF_02.tif,045 HE R11_1.vsi - 20x_02.tif,-0.11363451927900314,251,-0.07599660009145737,337,-0.06463299691677094,246,-0.10149209201335907,246,-0.2306004762649536,246,-0.37358999252319336,246,-0.45779404044151306,246,-0.5292226076126099,246,-0.606969952583313,246,246.0,-0.6214182376861572
045_02,9,045 HE R11_1.vsi - 20x_02.tif,045 HE R21_1.vsi - 20x_02.tif,-0.12443501502275467,325,-0.08966512233018875,200,-0.0944720208644867,197,-0.16450437903404236,197,-0.32797279953956604,190,-0.4591110050678253,344,-0.5564247965812683,359,-0.6340885162353516,199,-0.7177835702896118,336,336.0,-0.7031659483909607
004_04,1,004 HE R1_4.vsi - 20x_04.tif,004_ST_V19S23_108_4_04.tif,-0.14586590230464935,356,-0.11246450990438461,355,-0.11867337673902512,355,-0.1939573884010315,354,-0.36179253458976746,354,-0.49269354343414307,354,-0.6014755368232727,354,-0.7088316679000854,354,-0.7707778811454773,354,354.0,-0.726287841796875
004_04,2,004_ST_V19S23_108_4_04.tif,004_MP_F3.vsi - 20x_BF_04.tif,-0.11585773527622223,85,-0.07584760338068008,71,-0.05794522538781166,178,-0.0740983858704567,261,-0.1730920523405075,94,-0.2969761788845062,5,-0.3989672064781189,5,-0.5374169945716858,177,-0.6045325398445129,4,4.0,-0.565826416015625
004_04,3,004_MP_F3.vsi - 20x_BF_04.tif,004 M+ V6 HES.vsi - 20x_BF_04.tif,-0.11827138066291809,144,-0.08078716695308685,144,-0.062229543924331665,154,-0.09998488426208496,204,-0.24676834046840668,205,-0.3958605229854584,285,-0.5070860981941223,212,-0.6262000203132629,301,-0.6953397989273071,219,219.0,-0.6863778233528137
004_04,4,004 M+ V6 HES.vsi - 20x_BF_04.tif,004 M- V7 HES.vsi - 20x_BF_04.tif,-0.13000109791755676,68,-0.09968926757574081,68,-0.10708015412092209,68,-0.18312038481235504,68,-0.3421679437160492,68,-0.4877183735370636,68,-0.5803623199462891,68,-0.7052996754646301,68,-0.7598450183868408,68,68.0,-0.7422106266021729
004_04,5,004 M- V7 HES.vsi - 20x_BF_04.tif,004 MM V8_01.vsi - 20x_BF_04.tif,-0.09278225898742676,16,-0.06106102839112282,16,-0.047760725021362305,11,-0.06553470343351364,11,-0.16555830836296082,215,-0.33167389035224915,215,-0.42258307337760925,215,-0.601025402545929,215,-0.6327252984046936,215,215.0,-0.6628761291503906
004_04,6,004 MM V8_01.vsi - 20x_BF_04.tif,004_LPS_F9_094427_202205.vsi - 40x_BF_04.tif,-0.09043586254119873,236,-0.05935155600309372,236,-0.04444080963730812,235,-0.057619333267211914,295,-0.14198879897594452,103,-0.2579537630081177,306,-0.35387399792671204,58,-0.47296372056007385,261,-0.5434632897377014,250,250.0,-0.5820745229721069
004_04,7,004_LPS_F9_094427_202205.vsi - 40x_BF_04.tif,004_LTA_F10_095800_202205.vsi - old_05 40x_BF_04.tif,-0.11083799600601196,1,-0.08729539811611176,1,-0.08255825936794281,1,-0.11775889247655869,1,-0.21763232350349426,1,-0.323395311832428,356,-0.382872611284256,344,-0.5329392552375793,1,-0.5420721173286438,1,1.0,-0.5552047491073608
004_04,8,004_LTA_F10_095800_202205.vsi - old_05 40x_BF_04.tif,004 HE R11_4.vsi - 20x_04.tif,-0.11372056603431702,105,-0.07771614193916321,105,-0.060646314173936844,179,-0.08031906187534332,138,-0.17160244286060333,137,-0.27248871326446533,47,-0.35436224937438965,133,-0.4711610972881317,132,-0.5189011096954346,132,133.0,-0.5101195573806763
004_04,9,004 HE R11_4.vsi - 20x_04.tif,004 HE R21_4.vsi - 20x_04.tif,-0.1379987895488739,88,-0.09792149811983109,89,-0.0978003591299057,95,-0.15848472714424133,95,-0.32298946380615234,90,-0.4137434959411621,82,-0.5272292494773865,95,-0.6301223635673523,95,-0.6955652236938477,82,82.0,-0.6541756987571716
045_03,1,045 HE R1_1.vsi - 20x_03.tif,045_ST_V10A20_008_3_03.tif,-0.1513647437095642,20,-0.1079305112361908,20,-0.10336963832378387,20,-0.17222614586353302,19,-0.34178000688552856,19,-0.5019963383674622,19,-0.606036901473999,19,-0.7027206420898438,19,-0.7666313052177429,19,19.0,-0.7373330593109131
045_03,2,045_ST_V10A20_008_3_03.tif,045_MP_F3.vsi - old_04 - 20x_BF_03.tif,-0.11929641664028168,126,-0.06948456913232803,273,-0.04051240533590317,170,-0.05510612949728966,121,-0.17881658673286438,121,-0.3294142484664917,121,-0.43517443537712097,120,-0.5883699059486389,122,-0.6467354893684387,121,121.0,-0.621190071105957
045_03,3,045_MP_F3.vsi - old_04 - 20x_BF_03.tif,045 M+ V6 HES.vsi - 20x_BF_03.tif,-0.11465033888816833,187,-0.06713613122701645,145,-0.04392337054014206,145,-0.07373128086328506,142,-0.22729860246181488,121,-0.38757431507110596,339,-0.5026397705078125,190,-0.6478974223136902,47,-0.7129048109054565,189,189.0,-0.7032413482666016
045_03,4,045 M+ V6 HES.vsi - 20x_BF_03.tif,045 M- V7 HES.vsi - 20x_BF_03.tif,-0.1757136434316635,316,-0.16238121688365936,316,-0.2118121087551117,316,-0.34517452120780945,316,-0.5516646504402161,316,-0.6783679723739624,316,-0.772130012512207,316,-0.8356263041496277,316,-0.8817424774169922,316,316.0,-0.8658288717269897
045_03,5,045 M- V7 HES.vsi - 20x_BF_03.tif,045 MM V8_01.vsi - 20x_BF_03.tif,-0.09932378679513931,45,-0.06026219576597214,46,-0.03920583426952362,47,-0.04833631217479706,47,-0.14377431571483612,47,-0.27246183156967163,47,-0.38003456592559814,47,-0.5471071600914001,46,-0.6025917530059814,47,47.0,-0.5968852043151855
045_03,6,045 MM V8_01.vsi - 20x_BF_03.tif,045_LPS_F9_094555_202205.vsi - 40x_BF_03.tif,-0.10730548202991486,341,-0.0617961548268795,341,-0.0413612499833107,248,-0.05754893273115158,248,-0.15313488245010376,110,-0.253153532743454,278,-0.3261198103427887,274,-0.42824283242225647,274,-0.48106256127357483,131,131.0,-0.48244357109069824
045_03,7,045_LPS_F9_094555_202205.vsi - 40x_BF_03.tif,045_LTA_F10_100028_202205.vsi - 40x_BF_03.tif,-0.14984963834285736,45,-0.12574990093708038,45,-0.14051146805286407,45,-0.22026747465133667,45,-0.38287314772605896,44,-0.4838903248310089,44,-0.5499812960624695,44,-0.6108472347259521,43,-0.6677306294441223,44,44.0,-0.6819901466369629
